session_id,student_id,advisor_id,date,duration_minutes,notes,status
106,55,2,2025-03-11,39,Discussion about academic progress and course selection.,missed
107,55,2,2025-03-17,24,Discussion about academic progress and course selection.,missed
108,56,5,2025-02-09,32,Discussion about academic progress and course selection.,rescheduled
109,56,5,2025-04-13,38,Discussion about academic progress and course selection.,rescheduled
110,57,1,2025-03-15,35,Discussion about academic progress and course selection.,missed
111,57,1,2025-01-16,25,Discussion about academic progress and course selection.,attended
112,58,2,2025-04-01,26,Discussion about academic progress and course selection.,missed
113,58,2,2025-02-25,15,Discussion about academic progress and course selection.,missed
114,59,4,2025-01-13,37,Discussion about academic progress and course selection.,rescheduled
115,60,3,2025-03-07,21,Discussion about academic progress and course selection.,rescheduled
116,61,5,2025-01-19,32,Discussion about academic progress and course selection.,attended
117,61,5,2025-02-16,18,Discussion about academic progress and course selection.,attended
118,61,5,2025-02-20,38,Discussion about academic progress and course selection.,missed
119,62,5,2025-01-07,43,Discussion about academic progress and course selection.,missed
120,62,5,2025-02-27,28,Discussion about academic progress and course selection.,attended
121,63,2,2025-02-05,18,Discussion about academic progress and course selection.,attended
122,63,2,2025-03-13,28,Discussion about academic progress and course selection.,attended
123,63,2,2025-02-07,16,Discussion about academic progress and course selection.,missed
124,64,4,2025-03-27,29,Discussion about academic progress and course selection.,rescheduled
125,65,2,2025-03-24,26,Discussion about academic progress and course selection.,rescheduled
126,65,2,2025-01-12,17,Discussion about academic progress and course selection.,attended
127,65,2,2025-03-04,27,Discussion about academic progress and course selection.,attended
128,66,1,2025-02-21,21,Discussion about academic progress and course selection.,attended
129,67,3,2025-02-18,18,Discussion about academic progress and course selection.,missed
130,67,3,2025-02-04,27,Discussion about academic progress and course selection.,rescheduled
131,67,3,2025-01-05,17,Discussion about academic progress and course selection.,missed
132,68,2,2025-03-02,29,Discussion about academic progress and course selection.,missed
133,68,2,2025-01-26,20,Discussion about academic progress and course selection.,rescheduled
134,69,1,2025-03-17,25,Discussion about academic progress and course selection.,missed
135,69,1,2025-01-21,23,Discussion about academic progress and course selection.,missed
136,69,1,2025-03-07,17,Discussion about academic progress and course selection.,rescheduled
137,70,5,2025-02-10,33,Discussion about academic progress and course selection.,attended
138,71,3,2025-03-14,20,Discussion about academic progress and course selection.,attended
139,72,2,2025-03-23,16,Discussion about academic progress and course selection.,attended
140,72,2,2025-01-23,15,Discussion about academic progress and course selection.,rescheduled
141,73,1,2025-03-27,33,Discussion about academic progress and course selection.,rescheduled
142,73,1,2025-02-28,29,Discussion about academic progress and course selection.,rescheduled
143,73,1,2025-02-23,27,Discussion about academic progress and course selection.,missed
144,74,1,2025-02-21,32,Discussion about academic progress and course selection.,attended
145,74,1,2025-03-18,43,Discussion about academic progress and course selection.,missed
146,74,1,2025-03-28,40,Discussion about academic progress and course selection.,missed
149,76,3,2025-04-13,27,Discussion about academic progress and course selection.,rescheduled
150,76,3,2025-02-26,28,Discussion about academic progress and course selection.,rescheduled
151,76,3,2025-03-14,25,Discussion about academic progress and course selection.,attended
152,77,2,2025-02-09,28,Discussion about academic progress and course selection.,missed
153,77,2,2025-02-15,35,Discussion about academic progress and course selection.,missed
154,78,4,2025-02-11,39,Discussion about academic progress and course selection.,missed
156,79,1,2025-02-04,27,Discussion about academic progress and course selection.,attended
159,80,2,2025-03-21,29,Discussion about academic progress and course selection.,attended
160,80,2,2025-01-23,19,Discussion about academic progress and course selection.,rescheduled
161,80,2,2025-02-15,33,Discussion about academic progress and course selection.,missed
162,81,5,2025-01-24,28,Discussion about academic progress and course selection.,missed
163,81,5,2025-02-03,44,Discussion about academic progress and course selection.,rescheduled
164,82,2,2025-03-30,18,Discussion about academic progress and course selection.,missed
165,82,2,2025-02-09,18,Discussion about academic progress and course selection.,attended
166,83,2,2025-02-13,27,Discussion about academic progress and course selection.,missed
167,84,5,2025-01-05,28,Discussion about academic progress and course selection.,rescheduled
168,84,5,2025-02-03,25,Discussion about academic progress and course selection.,rescheduled
169,84,5,2025-04-09,39,Discussion about academic progress and course selection.,attended
170,85,2,2025-04-03,40,Discussion about academic progress and course selection.,rescheduled
171,85,2,2025-01-15,27,Discussion about academic progress and course selection.,rescheduled
172,86,4,2025-01-09,43,Discussion about academic progress and course selection.,attended
173,86,4,2025-03-16,19,Discussion about academic progress and course selection.,rescheduled
174,86,4,2025-03-29,44,Discussion about academic progress and course selection.,missed
175,87,1,2025-03-29,18,Discussion about academic progress and course selection.,rescheduled
176,88,2,2025-03-21,24,Discussion about academic progress and course selection.,missed
177,88,2,2025-03-22,43,Discussion about academic progress and course selection.,missed
178,89,1,2025-04-01,33,Discussion about academic progress and course selection.,attended
179,89,1,2025-03-28,42,Discussion about academic progress and course selection.,attended
180,90,2,2025-01-22,39,Discussion about academic progress and course selection.,missed
181,91,3,2025-02-25,19,Discussion about academic progress and course selection.,attended
182,92,1,2025-02-03,25,Discussion about academic progress and course selection.,attended
183,92,1,2025-01-24,20,Discussion about academic progress and course selection.,rescheduled
184,93,2,2025-01-15,40,Discussion about academic progress and course selection.,attended
185,94,4,2025-03-13,38,Discussion about academic progress and course selection.,attended
186,94,4,2025-02-08,16,Discussion about academic progress and course selection.,missed
188,95,3,2025-01-22,41,Discussion about academic progress and course selection.,rescheduled
190,96,4,2025-01-14,16,Discussion about academic progress and course selection.,attended
191,96,4,2025-03-12,28,Discussion about academic progress and course selection.,missed
192,97,4,2025-04-03,37,Discussion about academic progress and course selection.,attended
193,97,4,2025-03-23,39,Discussion about academic progress and course selection.,rescheduled
194,98,4,2025-01-22,36,Discussion about academic progress and course selection.,rescheduled
195,99,5,2025-03-31,35,Discussion about academic progress and course selection.,attended
196,100,4,2025-03-01,27,Discussion about academic progress and course selection.,rescheduled
197,100,4,2025-02-25,41,Discussion about academic progress and course selection.,missed
198,101,3,2025-02-02,24,Discussion about academic progress and course selection.,missed
199,102,3,2025-03-21,43,Discussion about academic progress and course selection.,missed
200,102,3,2025-03-31,31,Discussion about academic progress and course selection.,missed
201,103,4,2025-04-01,18,Discussion about academic progress and course selection.,missed
202,104,3,2025-01-27,21,Discussion about academic progress and course selection.,attended
203,104,3,2025-03-24,36,Discussion about academic progress and course selection.,missed
204,104,3,2025-01-05,24,Discussion about academic progress and course selection.,rescheduled
205,105,2,2025-04-10,20,Discussion about academic progress and course selection.,rescheduled
206,105,2,2025-01-17,27,Discussion about academic progress and course selection.,missed
207,105,2,2025-03-13,44,Discussion about academic progress and course selection.,rescheduled
208,106,4,2025-01-31,33,Discussion about academic progress and course selection.,rescheduled
209,107,5,2025-01-21,27,Discussion about academic progress and course selection.,missed
210,107,5,2025-04-05,28,Discussion about academic progress and course selection.,missed
211,107,5,2025-04-10,18,Discussion about academic progress and course selection.,attended
212,108,4,2025-01-25,43,Discussion about academic progress and course selection.,missed
213,108,4,2025-01-09,18,Discussion about academic progress and course selection.,attended
214,109,5,2025-03-07,30,Discussion about academic progress and course selection.,rescheduled
215,109,5,2025-02-01,33,Discussion about academic progress and course selection.,missed
216,109,5,2025-01-31,36,Discussion about academic progress and course selection.,missed
217,110,3,2025-03-27,35,Discussion about academic progress and course selection.,attended
218,111,3,2025-03-21,34,Discussion about academic progress and course selection.,missed
219,111,3,2025-02-13,20,Discussion about academic progress and course selection.,rescheduled
220,111,3,2025-03-18,27,Discussion about academic progress and course selection.,rescheduled
221,112,2,2025-01-09,40,Discussion about academic progress and course selection.,rescheduled
222,113,4,2025-03-09,20,Discussion about academic progress and course selection.,missed
223,113,4,2025-02-02,41,Discussion about academic progress and course selection.,rescheduled
224,113,4,2025-03-14,24,Discussion about academic progress and course selection.,missed
225,114,4,2025-03-15,26,Discussion about academic progress and course selection.,missed
226,115,4,2025-03-04,33,Discussion about academic progress and course selection.,missed
227,116,1,2025-01-26,18,Discussion about academic progress and course selection.,missed
228,117,1,2025-02-15,24,Discussion about academic progress and course selection.,rescheduled
229,117,1,2025-01-07,43,Discussion about academic progress and course selection.,attended
230,118,2,2025-04-13,30,Discussion about academic progress and course selection.,rescheduled
231,118,2,2025-01-17,21,Discussion about academic progress and course selection.,missed
232,118,2,2025-03-25,41,Discussion about academic progress and course selection.,attended
233,119,5,2025-02-16,24,Discussion about academic progress and course selection.,missed
234,120,4,2025-01-23,32,Discussion about academic progress and course selection.,missed
235,120,4,2025-01-18,39,Discussion about academic progress and course selection.,attended
236,121,5,2025-02-09,36,Discussion about academic progress and course selection.,missed
237,121,5,2025-01-24,31,Discussion about academic progress and course selection.,rescheduled
238,121,5,2025-04-08,28,Discussion about academic progress and course selection.,attended
239,122,5,2025-02-10,23,Discussion about academic progress and course selection.,missed
240,122,5,2025-02-03,32,Discussion about academic progress and course selection.,attended
241,123,2,2025-04-11,31,Discussion about academic progress and course selection.,rescheduled
242,123,2,2025-03-05,40,Discussion about academic progress and course selection.,rescheduled
243,124,4,2025-03-19,25,Discussion about academic progress and course selection.,attended
244,124,4,2025-01-23,25,Discussion about academic progress and course selection.,attended
245,124,4,2025-04-04,27,Discussion about academic progress and course selection.,rescheduled
246,125,1,2025-04-06,36,Discussion about academic progress and course selection.,missed
247,126,5,2025-03-23,38,Discussion about academic progress and course selection.,attended
248,126,5,2025-01-19,21,Discussion about academic progress and course selection.,rescheduled
249,127,4,2025-02-12,27,Discussion about academic progress and course selection.,missed
250,128,2,2025-01-07,20,Discussion about academic progress and course selection.,missed
252,129,4,2025-04-10,44,Discussion about academic progress and course selection.,attended
253,130,3,2025-03-17,23,Discussion about academic progress and course selection.,attended
254,130,3,2025-03-26,18,Discussion about academic progress and course selection.,rescheduled
255,130,3,2025-03-10,38,Discussion about academic progress and course selection.,attended
256,131,2,2025-01-08,44,Discussion about academic progress and course selection.,attended
257,131,2,2025-02-09,37,Discussion about academic progress and course selection.,rescheduled
258,131,2,2025-03-15,27,Discussion about academic progress and course selection.,missed
259,132,2,2025-04-02,34,Discussion about academic progress and course selection.,attended
260,132,2,2025-02-21,41,Discussion about academic progress and course selection.,attended
261,132,2,2025-03-25,27,Discussion about academic progress and course selection.,rescheduled
262,133,3,2025-01-27,28,Discussion about academic progress and course selection.,missed
263,134,3,2025-03-05,34,Discussion about academic progress and course selection.,attended
264,134,3,2025-01-12,40,Discussion about academic progress and course selection.,missed
265,134,3,2025-04-04,39,Discussion about academic progress and course selection.,missed
266,135,5,2025-02-10,33,Discussion about academic progress and course selection.,missed
267,135,5,2025-02-22,36,Discussion about academic progress and course selection.,rescheduled
268,135,5,2025-04-08,24,Discussion about academic progress and course selection.,attended
269,136,3,2025-02-06,44,Discussion about academic progress and course selection.,rescheduled
270,137,2,2025-01-04,16,Discussion about academic progress and course selection.,missed
271,138,3,2025-04-05,35,Discussion about academic progress and course selection.,attended
274,139,1,2025-03-03,34,Discussion about academic progress and course selection.,rescheduled
275,140,3,2025-02-10,16,Discussion about academic progress and course selection.,missed
276,140,3,2025-03-06,44,Discussion about academic progress and course selection.,missed
277,141,3,2025-03-16,38,Discussion about academic progress and course selection.,missed
278,141,3,2025-01-28,35,Discussion about academic progress and course selection.,attended
279,141,3,2025-01-29,30,Discussion about academic progress and course selection.,rescheduled
280,142,3,2025-03-10,42,Discussion about academic progress and course selection.,attended
281,142,3,2025-02-27,30,Discussion about academic progress and course selection.,rescheduled
282,143,2,2025-01-25,36,Discussion about academic progress and course selection.,attended
283,144,4,2025-03-24,38,Discussion about academic progress and course selection.,rescheduled
284,144,4,2025-03-13,35,Discussion about academic progress and course selection.,attended
285,144,4,2025-03-29,31,Discussion about academic progress and course selection.,missed
286,145,4,2025-03-27,27,Discussion about academic progress and course selection.,rescheduled
287,146,3,2025-01-13,39,Discussion about academic progress and course selection.,rescheduled
288,147,5,2025-03-31,38,Discussion about academic progress and course selection.,missed
289,147,5,2025-03-30,41,Discussion about academic progress and course selection.,rescheduled
290,148,2,2025-01-12,30,Discussion about academic progress and course selection.,attended
291,148,2,2025-03-14,15,Discussion about academic progress and course selection.,rescheduled
292,148,2,2025-01-27,38,Discussion about academic progress and course selection.,rescheduled
293,149,5,2025-02-02,41,Discussion about academic progress and course selection.,attended
294,149,5,2025-03-27,34,Discussion about academic progress and course selection.,missed
295,149,5,2025-04-07,32,Discussion about academic progress and course selection.,attended
296,150,4,2025-02-27,32,Discussion about academic progress and course selection.,attended
297,150,4,2025-03-29,38,Discussion about academic progress and course selection.,rescheduled
299,152,4,2025-03-14,15,Discussion about academic progress and course selection.,attended
300,152,4,2025-01-22,23,Discussion about academic progress and course selection.,attended
301,152,4,2025-03-07,38,Discussion about academic progress and course selection.,missed
302,153,3,2025-03-24,21,Discussion about academic progress and course selection.,attended
303,153,3,2025-01-26,21,Discussion about academic progress and course selection.,missed
304,153,3,2025-02-15,39,Discussion about academic progress and course selection.,missed
305,154,2,2025-02-19,37,Discussion about academic progress and course selection.,attended
306,154,2,2025-03-13,22,Discussion about academic progress and course selection.,attended
307,155,5,2025-03-21,36,Discussion about academic progress and course selection.,missed
308,156,2,2025-02-28,44,Discussion about academic progress and course selection.,rescheduled
309,157,5,2025-01-29,41,Discussion about academic progress and course selection.,missed
310,158,3,2025-03-22,26,Discussion about academic progress and course selection.,attended
311,158,3,2025-03-02,25,Discussion about academic progress and course selection.,missed
312,159,2,2025-03-03,36,Discussion about academic progress and course selection.,rescheduled
313,159,2,2025-03-08,38,Discussion about academic progress and course selection.,attended
314,160,5,2025-03-02,17,Discussion about academic progress and course selection.,missed
315,161,2,2025-01-30,39,Discussion about academic progress and course selection.,rescheduled
316,162,1,2025-01-18,21,Discussion about academic progress and course selection.,rescheduled
317,162,1,2025-04-01,39,Discussion about academic progress and course selection.,missed
318,163,5,2025-03-31,42,Discussion about academic progress and course selection.,attended
319,163,5,2025-01-09,20,Discussion about academic progress and course selection.,missed
320,163,5,2025-01-23,17,Discussion about academic progress and course selection.,missed
321,164,5,2025-03-03,17,Discussion about academic progress and course selection.,rescheduled
322,164,5,2025-04-06,31,Discussion about academic progress and course selection.,rescheduled
323,165,4,2025-04-09,26,Discussion about academic progress and course selection.,rescheduled
324,166,3,2025-02-16,30,Discussion about academic progress and course selection.,attended
325,166,3,2025-03-05,15,Discussion about academic progress and course selection.,missed
326,167,1,2025-03-12,19,Discussion about academic progress and course selection.,missed
327,167,1,2025-03-07,17,Discussion about academic progress and course selection.,rescheduled
328,167,1,2025-03-10,40,Discussion about academic progress and course selection.,missed
329,168,1,2025-01-15,22,Discussion about academic progress and course selection.,attended
330,168,1,2025-03-14,32,Discussion about academic progress and course selection.,rescheduled
331,168,1,2025-01-14,17,Discussion about academic progress and course selection.,missed
332,169,3,2025-01-23,17,Discussion about academic progress and course selection.,missed
333,170,5,2025-02-25,42,Discussion about academic progress and course selection.,rescheduled
334,170,5,2025-01-31,42,Discussion about academic progress and course selection.,missed
335,171,5,2025-02-05,31,Discussion about academic progress and course selection.,attended
336,171,5,2025-01-25,20,Discussion about academic progress and course selection.,rescheduled
337,172,2,2025-02-12,29,Discussion about academic progress and course selection.,rescheduled
338,173,3,2025-03-14,29,Discussion about academic progress and course selection.,rescheduled
339,174,5,2025-01-05,15,Discussion about academic progress and course selection.,missed
340,175,2,2025-03-19,19,Discussion about academic progress and course selection.,rescheduled
341,175,2,2025-01-24,42,Discussion about academic progress and course selection.,missed
342,175,2,2025-03-17,41,Discussion about academic progress and course selection.,missed
343,176,5,2025-01-29,31,Discussion about academic progress and course selection.,missed
344,176,5,2025-01-19,30,Discussion about academic progress and course selection.,attended
345,177,5,2025-03-13,24,Discussion about academic progress and course selection.,rescheduled
346,177,5,2025-02-21,43,Discussion about academic progress and course selection.,missed
347,177,5,2025-04-03,43,Discussion about academic progress and course selection.,rescheduled
348,178,1,2025-02-06,44,Discussion about academic progress and course selection.,rescheduled
349,179,2,2025-01-04,41,Discussion about academic progress and course selection.,attended
350,179,2,2025-02-18,38,Discussion about academic progress and course selection.,missed
351,180,2,2025-01-09,29,Discussion about academic progress and course selection.,missed
352,180,2,2025-02-07,25,Discussion about academic progress and course selection.,attended
353,180,2,2025-04-08,25,Discussion about academic progress and course selection.,rescheduled
354,181,3,2025-02-19,20,Discussion about academic progress and course selection.,missed
355,181,3,2025-02-20,43,Discussion about academic progress and course selection.,attended
356,181,3,2025-03-19,17,Discussion about academic progress and course selection.,rescheduled
357,182,3,2025-03-29,43,Discussion about academic progress and course selection.,missed
358,182,3,2025-03-11,25,Discussion about academic progress and course selection.,attended
359,182,3,2025-01-16,39,Discussion about academic progress and course selection.,attended
360,183,3,2025-03-27,23,Discussion about academic progress and course selection.,rescheduled
361,183,3,2025-02-12,33,Discussion about academic progress and course selection.,rescheduled
362,183,3,2025-01-24,35,Discussion about academic progress and course selection.,rescheduled
363,184,3,2025-03-03,20,Discussion about academic progress and course selection.,rescheduled
364,184,3,2025-01-19,25,Discussion about academic progress and course selection.,missed
365,185,1,2025-01-05,20,Discussion about academic progress and course selection.,missed
366,186,5,2025-04-05,38,Discussion about academic progress and course selection.,rescheduled
367,186,5,2025-02-09,27,Discussion about academic progress and course selection.,missed
368,186,5,2025-01-12,37,Discussion about academic progress and course selection.,missed
369,187,1,2025-01-27,18,Discussion about academic progress and course selection.,attended
370,187,1,2025-02-13,19,Discussion about academic progress and course selection.,attended
371,187,1,2025-01-06,44,Discussion about academic progress and course selection.,attended
372,188,5,2025-01-23,26,Discussion about academic progress and course selection.,rescheduled
373,188,5,2025-03-22,31,Discussion about academic progress and course selection.,rescheduled
374,188,5,2025-02-17,18,Discussion about academic progress and course selection.,missed
375,189,4,2025-01-08,41,Discussion about academic progress and course selection.,rescheduled
376,189,4,2025-04-13,27,Discussion about academic progress and course selection.,rescheduled
377,189,4,2025-02-21,32,Discussion about academic progress and course selection.,missed
379,190,5,2025-03-18,20,Discussion about academic progress and course selection.,rescheduled
380,191,4,2025-02-26,23,Discussion about academic progress and course selection.,missed
381,191,4,2025-04-01,41,Discussion about academic progress and course selection.,rescheduled
382,191,4,2025-03-02,39,Discussion about academic progress and course selection.,attended
383,192,1,2025-02-14,18,Discussion about academic progress and course selection.,rescheduled
384,192,1,2025-03-13,43,Discussion about academic progress and course selection.,rescheduled
385,193,5,2025-04-06,21,Discussion about academic progress and course selection.,missed
386,193,5,2025-01-24,31,Discussion about academic progress and course selection.,rescheduled
387,194,4,2025-01-27,21,Discussion about academic progress and course selection.,missed
388,194,4,2025-03-10,18,Discussion about academic progress and course selection.,attended
389,194,4,2025-02-27,44,Discussion about academic progress and course selection.,rescheduled
390,195,4,2025-02-13,16,Discussion about academic progress and course selection.,missed
391,195,4,2025-04-11,40,Discussion about academic progress and course selection.,rescheduled
392,196,3,2025-03-03,44,Discussion about academic progress and course selection.,attended
393,197,5,2025-01-11,22,Discussion about academic progress and course selection.,rescheduled
394,198,1,2025-01-13,38,Discussion about academic progress and course selection.,attended
395,198,1,2025-02-17,26,Discussion about academic progress and course selection.,missed
396,198,1,2025-01-05,34,Discussion about academic progress and course selection.,missed
397,199,4,2025-02-17,26,Discussion about academic progress and course selection.,missed
398,200,2,2025-04-03,25,Discussion about academic progress and course selection.,attended
399,201,1,2025-01-20,26,Discussion about academic progress and course selection.,attended
400,202,3,2025-04-02,34,Discussion about academic progress and course selection.,missed
401,203,5,2025-03-26,19,Discussion about academic progress and course selection.,attended
405,205,5,2025-03-19,35,Discussion about academic progress and course selection.,attended
406,205,5,2025-04-12,24,Discussion about academic progress and course selection.,rescheduled
407,205,5,2025-01-29,16,Discussion about academic progress and course selection.,missed
408,206,4,2025-04-11,30,Discussion about academic progress and course selection.,attended
409,207,4,2025-03-07,23,Discussion about academic progress and course selection.,attended
410,208,4,2025-01-16,38,Discussion about academic progress and course selection.,missed
411,209,5,2025-01-24,25,Discussion about academic progress and course selection.,rescheduled
412,209,5,2025-01-12,33,Discussion about academic progress and course selection.,rescheduled
413,210,1,2025-02-14,43,Discussion about academic progress and course selection.,rescheduled
414,211,4,2025-02-26,16,Discussion about academic progress and course selection.,rescheduled
415,211,4,2025-01-17,26,Discussion about academic progress and course selection.,missed
416,211,4,2025-01-15,16,Discussion about academic progress and course selection.,attended
417,212,5,2025-03-15,22,Discussion about academic progress and course selection.,rescheduled
418,212,5,2025-01-22,35,Discussion about academic progress and course selection.,rescheduled
419,213,3,2025-02-07,29,Discussion about academic progress and course selection.,attended
420,213,3,2025-01-19,25,Discussion about academic progress and course selection.,missed
424,215,4,2025-02-25,43,Discussion about academic progress and course selection.,attended
425,216,3,2025-01-12,30,Discussion about academic progress and course selection.,missed
426,216,3,2025-02-11,36,Discussion about academic progress and course selection.,attended
427,217,5,2025-04-04,25,Discussion about academic progress and course selection.,rescheduled
428,217,5,2025-02-04,42,Discussion about academic progress and course selection.,missed
429,217,5,2025-04-10,37,Discussion about academic progress and course selection.,missed
430,218,5,2025-04-01,35,Discussion about academic progress and course selection.,rescheduled
431,218,5,2025-02-15,42,Discussion about academic progress and course selection.,attended
432,219,3,2025-03-03,23,Discussion about academic progress and course selection.,rescheduled
435,221,1,2025-02-27,15,Discussion about academic progress and course selection.,rescheduled
436,221,1,2025-03-22,19,Discussion about academic progress and course selection.,attended
